time,a.Co,b.Co,c.Co
88.0,0.0,0.0010793502610325577,8.302694315635059e-05
89.0,0.0,0.0010793502610325577,8.302694315635059e-05
90.0,8.302694315635059e-05,0.0010793502610325577,0.0
91.0,0.0,0.0010793502610325577,8.302694315635059e-05
92.0,0.0,0.000996323317876207,0.0
93.0,0.0,0.0006642155452508047,0.00016605388631270117
94.0,8.302694315635059e-05,0.0004981616589381035,8.302694315635059e-05
95.0,0.00016605388631270117,0.000996323317876207,0.0
96.0,8.302694315635059e-05,0.0007472424884071553,0.0
97.0,0.0,0.000996323317876207,0.0
98.0,0.0,0.0008302694315635059,0.0
99.0,8.302694315635059e-05,0.0008302694315635059,8.302694315635059e-05
100.0,0.0,0.0007472424884071553,8.302694315635059e-05
101.0,8.302694315635059e-05,0.0007472424884071553,0.0
102.0,0.0,0.0006642155452508047,0.0
103.0,0.0,0.000996323317876207,0.0
104.0,0.0,0.0008302694315635059,0.0
105.0,0.0,0.0005811886020944541,8.302694315635059e-05
106.0,8.302694315635059e-05,0.0004981616589381035,8.302694315635059e-05
107.0,0.00016605388631270117,0.00024908082946905176,8.302694315635059e-05
108.0,8.302694315635059e-05,0.0008302694315635059,8.302694315635059e-05
109.0,0.0,0.0009132963747198565,8.302694315635059e-05
110.0,8.302694315635059e-05,0.000996323317876207,8.302694315635059e-05
111.0,8.302694315635059e-05,0.0010793502610325577,0.0
112.0,8.302694315635059e-05,0.0010793502610325577,0.0
113.0,8.302694315635059e-05,0.0010793502610325577,0.0
114.0,8.302694315635059e-05,0.0010793502610325577,0.0
115.0,0.0,0.0010793502610325577,8.302694315635059e-05
116.0,0.0,0.0010793502610325577,8.302694315635059e-05
117.0,0.0,0.000996323317876207,0.0
118.0,0.0,0.0007472424884071553,8.302694315635059e-05
119.0,8.302694315635059e-05,0.0006642155452508047,8.302694315635059e-05
120.0,0.0,0.0006642155452508047,0.0
121.0,8.302694315635059e-05,0.0009132963747198565,0.0
122.0,0.0,0.0009132963747198565,8.302694315635059e-05
123.0,8.302694315635059e-05,0.0005811886020944541,0.0
124.0,0.0,0.0005811886020944541,8.302694315635059e-05
125.0,8.302694315635059e-05,0.0008302694315635059,8.302694315635059e-05
126.0,8.302694315635059e-05,0.0007472424884071553,0.00016605388631270117
127.0,0.00016605388631270117,0.0006642155452508047,0.0
128.0,0.0,0.0009132963747198565,8.302694315635059e-05
129.0,0.0,0.0008302694315635059,0.0
130.0,0.00016605388631270117,0.0004981616589381035,0.0
131.0,0.00016605388631270117,0.0006642155452508047,0.0
132.0,8.302694315635059e-05,0.0005811886020944541,0.0
133.0,8.302694315635059e-05,0.0008302694315635059,8.302694315635059e-05
134.0,8.302694315635059e-05,0.0006642155452508047,8.302694315635059e-05
135.0,0.0,0.0007472424884071553,8.302694315635059e-05
136.0,0.0,0.0008302694315635059,0.0
137.0,0.0,0.0007472424884071553,8.302694315635059e-05
138.0,0.0,0.0007472424884071553,8.302694315635059e-05
139.0,0.0,0.0005811886020944541,8.302694315635059e-05
140.0,0.0,0.0005811886020944541,8.302694315635059e-05
141.0,0.0,0.0005811886020944541,8.302694315635059e-05
142.0,8.302694315635059e-05,0.00041513471578175293,0.0
143.0,8.302694315635059e-05,0.0005811886020944541,0.00016605388631270117
144.0,0.00024908082946905176,0.0005811886020944541,0.0
145.0,0.0,0.0007472424884071553,8.302694315635059e-05
146.0,0.0,0.0008302694315635059,0.0
147.0,8.302694315635059e-05,0.0008302694315635059,8.302694315635059e-05
148.0,8.302694315635059e-05,0.0007472424884071553,0.0
149.0,8.302694315635059e-05,0.0007472424884071553,0.0
150.0,0.0,0.0009132963747198565,8.302694315635059e-05
151.0,8.302694315635059e-05,0.0009132963747198565,0.0
152.0,0.0,0.0009132963747198565,8.302694315635059e-05
153.0,0.0,0.0008302694315635059,0.0
154.0,0.0,0.0007472424884071553,8.302694315635059e-05
155.0,0.0,0.0009132963747198565,8.302694315635059e-05
156.0,0.0,0.0010793502610325577,8.302694315635059e-05
157.0,0.0,0.0009132963747198565,8.302694315635059e-05
158.0,8.302694315635059e-05,0.0008302694315635059,8.302694315635059e-05
159.0,8.302694315635059e-05,0.0007472424884071553,0.0
160.0,0.00016605388631270117,0.000996323317876207,0.0
161.0,0.0,0.0006642155452508047,0.0
162.0,0.0,0.0006642155452508047,0.0
163.0,8.302694315635059e-05,0.0006642155452508047,8.302694315635059e-05
164.0,8.302694315635059e-05,0.0007472424884071553,0.0
165.0,8.302694315635059e-05,0.0007472424884071553,0.0
166.0,0.0,0.000996323317876207,0.0
167.0,0.0,0.0010793502610325577,8.302694315635059e-05
168.0,0.0,0.0008302694315635059,0.0
169.0,0.0,0.000996323317876207,0.0
170.0,0.0,0.000996323317876207,0.0
171.0,0.0,0.0010793502610325577,8.302694315635059e-05
172.0,0.0,0.000996323317876207,0.0
173.0,0.0,0.0007472424884071553,8.302694315635059e-05
174.0,0.0,0.0008302694315635059,0.0
175.0,8.302694315635059e-05,0.0010793502610325577,0.0
176.0,0.0,0.0010793502610325577,8.302694315635059e-05
177.0,0.0,0.0010793502610325577,8.302694315635059e-05
178.0,0.0,0.0009132963747198565,8.302694315635059e-05
179.0,8.302694315635059e-05,0.0006642155452508047,8.302694315635059e-05
180.0,8.302694315635059e-05,0.0007472424884071553,0.0
181.0,8.302694315635059e-05,0.0006642155452508047,8.302694315635059e-05
182.0,0.0,0.0004981616589381035,0.0
183.0,0.00016605388631270117,0.0009132963747198565,8.302694315635059e-05
184.0,0.0,0.0009132963747198565,8.302694315635059e-05
185.0,0.0,0.000996323317876207,0.0
186.0,0.0,0.0009132963747198565,8.302694315635059e-05
187.0,0.0,0.0009132963747198565,8.302694315635059e-05
188.0,8.302694315635059e-05,0.0009132963747198565,0.0
189.0,8.302694315635059e-05,0.0007472424884071553,0.0
190.0,8.302694315635059e-05,0.000996323317876207,8.302694315635059e-05
191.0,0.0,0.0010793502610325577,8.302694315635059e-05
192.0,0.0,0.000996323317876207,0.0
193.0,8.302694315635059e-05,0.0009132963747198565,0.0
194.0,0.0,0.0010793502610325577,8.302694315635059e-05
195.0,0.0,0.0009132963747198565,8.302694315635059e-05
196.0,0.0,0.0008302694315635059,0.0
197.0,0.00016605388631270117,0.000996323317876207,0.0
198.0,0.0,0.0008302694315635059,0.0
199.0,0.0,0.0008302694315635059,0.0
200.0,0.00016605388631270117,0.0007472424884071553,8.302694315635059e-05
201.0,0.00016605388631270117,0.0005811886020944541,8.302694315635059e-05
202.0,0.00016605388631270117,0.0006642155452508047,0.0
203.0,0.00016605388631270117,0.0006642155452508047,0.0
204.0,8.302694315635059e-05,0.00041513471578175293,0.0
205.0,0.0,0.0006642155452508047,0.0
206.0,8.302694315635059e-05,0.0009132963747198565,0.0
207.0,0.0,0.0010793502610325577,8.302694315635059e-05
208.0,8.302694315635059e-05,0.0009132963747198565,0.0
209.0,0.0,0.000996323317876207,0.0
210.0,0.0,0.0010793502610325577,8.302694315635059e-05
211.0,0.0,0.0010793502610325577,8.302694315635059e-05
212.0,0.0,0.0010793502610325577,8.302694315635059e-05
213.0,0.0,0.0010793502610325577,8.302694315635059e-05
214.0,8.302694315635059e-05,0.000996323317876207,8.302694315635059e-05
215.0,8.302694315635059e-05,0.0010793502610325577,0.0
216.0,0.0,0.000996323317876207,0.0
217.0,0.0,0.0009132963747198565,8.302694315635059e-05
218.0,8.302694315635059e-05,0.000996323317876207,8.302694315635059e-05
219.0,0.00016605388631270117,0.000996323317876207,0.0
220.0,8.302694315635059e-05,0.0009132963747198565,0.0
221.0,0.00016605388631270117,0.0006642155452508047,0.00016605388631270117
222.0,0.00016605388631270117,0.0004981616589381035,0.0
223.0,0.0,0.0004981616589381035,0.0
224.0,8.302694315635059e-05,0.0004981616589381035,8.302694315635059e-05
225.0,8.302694315635059e-05,0.0005811886020944541,0.00016605388631270117
226.0,0.00016605388631270117,0.0004981616589381035,0.0
227.0,0.00016605388631270117,0.0006642155452508047,0.0
228.0,8.302694315635059e-05,0.0007472424884071553,0.0
229.0,0.0,0.0005811886020944541,8.302694315635059e-05
230.0,0.00024908082946905176,0.0006642155452508047,8.302694315635059e-05
231.0,0.00016605388631270117,0.0005811886020944541,8.302694315635059e-05
232.0,0.00016605388631270117,0.00033210777262540235,0.0
233.0,8.302694315635059e-05,0.0006642155452508047,8.302694315635059e-05
234.0,0.0,0.0008302694315635059,0.0
235.0,0.0,0.0008302694315635059,0.0
236.0,8.302694315635059e-05,0.0006642155452508047,8.302694315635059e-05
237.0,8.302694315635059e-05,0.00041513471578175293,0.0
238.0,8.302694315635059e-05,0.0005811886020944541,0.00016605388631270117
239.0,8.302694315635059e-05,0.0006642155452508047,8.302694315635059e-05
240.0,0.00016605388631270117,0.0006642155452508047,0.0
241.0,0.0,0.0008302694315635059,0.0
242.0,8.302694315635059e-05,0.0010793502610325577,0.0
243.0,8.302694315635059e-05,0.000996323317876207,8.302694315635059e-05
244.0,8.302694315635059e-05,0.000996323317876207,8.302694315635059e-05
245.0,0.0,0.0010793502610325577,8.302694315635059e-05
246.0,8.302694315635059e-05,0.0010793502610325577,0.0
247.0,0.0,0.0004981616589381035,0.0
248.0,0.00016605388631270117,0.0004981616589381035,0.0
249.0,8.302694315635059e-05,0.0007472424884071553,0.0
250.0,8.302694315635059e-05,0.0006642155452508047,8.302694315635059e-05
251.0,0.0,0.0008302694315635059,0.0
252.0,8.302694315635059e-05,0.0009132963747198565,0.0
253.0,8.302694315635059e-05,0.0010793502610325577,0.0
254.0,0.0,0.0007472424884071553,8.302694315635059e-05
255.0,8.302694315635059e-05,0.0008302694315635059,8.302694315635059e-05
256.0,0.00016605388631270117,0.00041513471578175293,8.302694315635059e-05
257.0,8.302694315635059e-05,0.0006642155452508047,8.302694315635059e-05
258.0,0.0,0.0009132963747198565,8.302694315635059e-05
259.0,0.0,0.0005811886020944541,8.302694315635059e-05
260.0,0.00016605388631270117,0.0005811886020944541,8.302694315635059e-05
261.0,8.302694315635059e-05,0.0007472424884071553,0.00016605388631270117
262.0,8.302694315635059e-05,0.0005811886020944541,0.0
263.0,8.302694315635059e-05,0.0006642155452508047,8.302694315635059e-05
264.0,8.302694315635059e-05,0.0006642155452508047,8.302694315635059e-05
265.0,8.302694315635059e-05,0.0008302694315635059,8.302694315635059e-05
266.0,8.302694315635059e-05,0.000996323317876207,8.302694315635059e-05
267.0,0.0,0.000996323317876207,0.0
268.0,8.302694315635059e-05,0.0008302694315635059,8.302694315635059e-05
269.0,0.0,0.0008302694315635059,0.0
270.0,0.0,0.000996323317876207,0.0
271.0,0.0,0.0010793502610325577,8.302694315635059e-05
272.0,0.0,0.0010793502610325577,8.302694315635059e-05
273.0,0.0,0.0010793502610325577,8.302694315635059e-05
274.0,0.00016605388631270117,0.000996323317876207,0.0
275.0,0.0,0.000996323317876207,0.0
276.0,0.0,0.0008302694315635059,0.0
277.0,0.00016605388631270117,0.0006642155452508047,0.00016605388631270117
278.0,0.0,0.0006642155452508047,0.0
279.0,0.0,0.0006642155452508047,0.0
280.0,8.302694315635059e-05,0.0009132963747198565,0.0
281.0,8.302694315635059e-05,0.0009132963747198565,0.0
282.0,8.302694315635059e-05,0.0009132963747198565,0.0
283.0,0.00016605388631270117,0.0004981616589381035,0.00016605388631270117
284.0,0.00016605388631270117,0.00033210777262540235,0.0
285.0,0.00016605388631270117,0.0006642155452508047,0.0
286.0,0.00016605388631270117,0.000996323317876207,0.0
287.0,0.0,0.0010793502610325577,8.302694315635059e-05
288.0,0.0,0.0009132963747198565,8.302694315635059e-05
289.0,8.302694315635059e-05,0.0008302694315635059,8.302694315635059e-05
290.0,8.302694315635059e-05,0.0009132963747198565,0.0
291.0,0.0,0.0010793502610325577,8.302694315635059e-05
292.0,0.0,0.0010793502610325577,8.302694315635059e-05
293.0,0.0,0.0010793502610325577,8.302694315635059e-05
294.0,0.0,0.0009132963747198565,8.302694315635059e-05
295.0,0.0,0.0009132963747198565,8.302694315635059e-05
296.0,0.0,0.0007472424884071553,8.302694315635059e-05
297.0,8.302694315635059e-05,0.0007472424884071553,0.0
298.0,0.0,0.0006642155452508047,0.0
299.0,8.302694315635059e-05,0.0008302694315635059,8.302694315635059e-05
300.0,0.00024908082946905176,0.00033210777262540235,8.302694315635059e-05
301.0,0.00033210777262540235,0.0004981616589381035,0.0
302.0,0.00016605388631270117,0.00041513471578175293,8.302694315635059e-05
303.0,8.302694315635059e-05,0.0004981616589381035,8.302694315635059e-05
304.0,8.302694315635059e-05,0.00041513471578175293,0.0
305.0,0.0,0.00016605388631270117,0.0
306.0,0.00024908082946905176,0.0004981616589381035,8.302694315635059e-05
307.0,0.00033210777262540235,0.0007472424884071553,8.302694315635059e-05
308.0,0.00016605388631270117,0.0006642155452508047,0.0
309.0,8.302694315635059e-05,0.0006642155452508047,8.302694315635059e-05
310.0,0.0,0.0008302694315635059,0.0
311.0,8.302694315635059e-05,0.0008302694315635059,8.302694315635059e-05
312.0,8.302694315635059e-05,0.0006642155452508047,8.302694315635059e-05
313.0,0.00024908082946905176,0.0004981616589381035,0.00024908082946905176
314.0,0.00041513471578175293,0.00033210777262540235,8.302694315635059e-05
315.0,8.302694315635059e-05,0.00041513471578175293,0.0
316.0,0.0,0.0007472424884071553,8.302694315635059e-05
317.0,0.00016605388631270117,0.0007472424884071553,8.302694315635059e-05
318.0,8.302694315635059e-05,0.00041513471578175293,0.00016605388631270117
319.0,0.00016605388631270117,0.00016605388631270117,0.00033210777262540235
320.0,0.00041513471578175293,0.0,0.00024908082946905176
321.0,0.00024908082946905176,0.00016605388631270117,0.00024908082946905176
322.0,0.0005811886020944541,0.0,0.00024908082946905176
323.0,0.0004981616589381035,0.0,0.00033210777262540235
324.0,8.302694315635059e-05,0.0,0.0005811886020944541
325.0,8.302694315635059e-05,8.302694315635059e-05,0.000996323317876207
326.0,0.0,8.302694315635059e-05,0.0007472424884071553
327.0,0.0,8.302694315635059e-05,0.0007472424884071553
328.0,0.00016605388631270117,0.0,0.0008302694315635059
329.0,0.0,8.302694315635059e-05,0.0009132963747198565
330.0,0.0,0.0,0.0006642155452508047
331.0,0.0,0.0,0.00033210777262540235
332.0,8.302694315635059e-05,0.0,0.00024908082946905176
333.0,0.0,0.00016605388631270117,0.0004981616589381035
334.0,8.302694315635059e-05,8.302694315635059e-05,0.0006642155452508047
335.0,8.302694315635059e-05,8.302694315635059e-05,0.0006642155452508047
336.0,0.00016605388631270117,8.302694315635059e-05,0.0005811886020944541
337.0,0.00016605388631270117,0.0,0.0004981616589381035
338.0,8.302694315635059e-05,0.0,0.0005811886020944541
339.0,0.00016605388631270117,8.302694315635059e-05,0.0007472424884071553
340.0,8.302694315635059e-05,0.0,0.0010793502610325577
341.0,0.0,0.0,0.0011623772041889082
342.0,0.0,8.302694315635059e-05,0.0010793502610325577
343.0,0.0,8.302694315635059e-05,0.0010793502610325577
344.0,0.0,8.302694315635059e-05,0.0010793502610325577
345.0,8.302694315635059e-05,0.0,0.0010793502610325577
346.0,8.302694315635059e-05,8.302694315635059e-05,0.000996323317876207
347.0,8.302694315635059e-05,0.0,0.0009132963747198565
348.0,0.0,0.0,0.0011623772041889082
349.0,0.0,8.302694315635059e-05,0.0010793502610325577
350.0,0.0,8.302694315635059e-05,0.0010793502610325577
351.0,0.0,8.302694315635059e-05,0.0009132963747198565
352.0,0.0,0.0,0.0008302694315635059
353.0,0.0,0.0,0.000996323317876207
354.0,8.302694315635059e-05,0.0,0.0010793502610325577
355.0,0.0,0.0,0.0008302694315635059
356.0,0.00016605388631270117,0.0,0.000996323317876207
357.0,8.302694315635059e-05,0.0,0.0010793502610325577
358.0,0.0,8.302694315635059e-05,0.0010793502610325577
359.0,0.0,8.302694315635059e-05,0.0010793502610325577
360.0,0.0,8.302694315635059e-05,0.0010793502610325577
361.0,0.0,0.0,0.000996323317876207
362.0,0.0,0.00016605388631270117,0.000996323317876207
363.0,0.00016605388631270117,0.0,0.000996323317876207
364.0,8.302694315635059e-05,0.0,0.0009132963747198565
365.0,0.0,8.302694315635059e-05,0.0010793502610325577
366.0,8.302694315635059e-05,0.0,0.0010793502610325577
367.0,0.0,0.0,0.000996323317876207
368.0,8.302694315635059e-05,0.0,0.0010793502610325577
369.0,0.0,8.302694315635059e-05,0.0010793502610325577
370.0,0.0,8.302694315635059e-05,0.0010793502610325577
371.0,8.302694315635059e-05,0.0,0.0010793502610325577
372.0,0.0,0.0,0.0011623772041889082
373.0,0.0,8.302694315635059e-05,0.0010793502610325577
374.0,0.0,8.302694315635059e-05,0.0010793502610325577
375.0,8.302694315635059e-05,8.302694315635059e-05,0.000996323317876207
376.0,0.0,8.302694315635059e-05,0.0010793502610325577
377.0,0.0,8.302694315635059e-05,0.0010793502610325577
378.0,0.0,8.302694315635059e-05,0.0010793502610325577
379.0,0.0,8.302694315635059e-05,0.0010793502610325577
380.0,8.302694315635059e-05,8.302694315635059e-05,0.000996323317876207
381.0,8.302694315635059e-05,8.302694315635059e-05,0.0008302694315635059
382.0,8.302694315635059e-05,0.0,0.0007472424884071553
383.0,0.0,0.0,0.000996323317876207
384.0,8.302694315635059e-05,0.0,0.0010793502610325577
385.0,0.0,0.0,0.0011623772041889082
386.0,0.0,8.302694315635059e-05,0.0007472424884071553
387.0,8.302694315635059e-05,0.0,0.0005811886020944541
388.0,0.00016605388631270117,8.302694315635059e-05,0.0005811886020944541
389.0,0.0,8.302694315635059e-05,0.00041513471578175293
390.0,8.302694315635059e-05,0.0,0.0007472424884071553
391.0,8.302694315635059e-05,8.302694315635059e-05,0.000996323317876207
392.0,0.0,0.0,0.000996323317876207
393.0,8.302694315635059e-05,0.0,0.0009132963747198565
394.0,0.0,0.0,0.0006642155452508047
395.0,8.302694315635059e-05,0.0,0.0005811886020944541
396.0,8.302694315635059e-05,8.302694315635059e-05,0.0004981616589381035
397.0,0.0,8.302694315635059e-05,0.0005811886020944541
398.0,8.302694315635059e-05,0.0,0.0005811886020944541
399.0,8.302694315635059e-05,8.302694315635059e-05,0.0004981616589381035
400.0,0.00016605388631270117,8.302694315635059e-05,0.0005811886020944541
401.0,0.0,8.302694315635059e-05,0.00041513471578175293
402.0,0.00016605388631270117,0.00016605388631270117,0.0004981616589381035
403.0,0.00024908082946905176,0.0,0.0005811886020944541
404.0,0.0,0.0,0.0008302694315635059
405.0,0.00024908082946905176,0.0,0.0009132963747198565
406.0,0.00016605388631270117,0.0,0.000996323317876207
407.0,0.0,0.0,0.0008302694315635059
408.0,8.302694315635059e-05,0.0,0.0010793502610325577
409.0,8.302694315635059e-05,0.0,0.0010793502610325577
410.0,0.0,0.0,0.0011623772041889082
411.0,0.0,8.302694315635059e-05,0.0010793502610325577
412.0,0.0,8.302694315635059e-05,0.0009132963747198565
413.0,0.0,8.302694315635059e-05,0.0009132963747198565
414.0,0.0,0.00016605388631270117,0.000996323317876207
415.0,0.0,8.302694315635059e-05,0.0009132963747198565
416.0,8.302694315635059e-05,8.302694315635059e-05,0.000996323317876207
417.0,0.0,0.0,0.000996323317876207
418.0,8.302694315635059e-05,8.302694315635059e-05,0.000996323317876207
419.0,8.302694315635059e-05,0.0,0.0009132963747198565
420.0,8.302694315635059e-05,8.302694315635059e-05,0.000996323317876207
421.0,0.0,8.302694315635059e-05,0.0010793502610325577
422.0,0.0,0.00016605388631270117,0.000996323317876207
423.0,0.0,0.00016605388631270117,0.0008302694315635059
424.0,0.0,0.0,0.0008302694315635059
425.0,8.302694315635059e-05,0.0,0.0010793502610325577
426.0,0.0,8.302694315635059e-05,0.0010793502610325577
427.0,0.0,8.302694315635059e-05,0.0010793502610325577
428.0,0.0,0.0,0.0006642155452508047
429.0,8.302694315635059e-05,0.0,0.0005811886020944541
430.0,0.0,0.00016605388631270117,0.0004981616589381035
431.0,0.00016605388631270117,8.302694315635059e-05,0.00041513471578175293
432.0,8.302694315635059e-05,0.0,0.00041513471578175293
433.0,0.00024908082946905176,0.0,0.0007472424884071553
434.0,8.302694315635059e-05,0.0,0.0007472424884071553
435.0,0.00016605388631270117,0.0,0.000996323317876207
436.0,0.0,0.0,0.0008302694315635059
437.0,8.302694315635059e-05,0.0,0.0010793502610325577
438.0,8.302694315635059e-05,0.0,0.0010793502610325577
439.0,0.0,8.302694315635059e-05,0.0010793502610325577
440.0,0.0,8.302694315635059e-05,0.0010793502610325577
441.0,0.0,8.302694315635059e-05,0.0010793502610325577
442.0,0.0,0.0,0.000996323317876207
443.0,0.0,8.302694315635059e-05,0.0010793502610325577
444.0,0.0,0.0,0.0008302694315635059
445.0,8.302694315635059e-05,0.0,0.0007472424884071553
446.0,8.302694315635059e-05,8.302694315635059e-05,0.000996323317876207
447.0,8.302694315635059e-05,0.0,0.0007472424884071553
448.0,8.302694315635059e-05,0.0,0.0009132963747198565
449.0,0.0,0.0,0.0008302694315635059
450.0,8.302694315635059e-05,8.302694315635059e-05,0.0008302694315635059
451.0,0.00016605388631270117,8.302694315635059e-05,0.0005811886020944541
452.0,0.00016605388631270117,8.302694315635059e-05,0.00024908082946905176
453.0,0.00024908082946905176,0.00016605388631270117,0.0005811886020944541
454.0,0.00016605388631270117,0.0,0.00033210777262540235
455.0,0.00016605388631270117,8.302694315635059e-05,0.0005811886020944541
456.0,0.00024908082946905176,0.00016605388631270117,0.00041513471578175293
457.0,0.00024908082946905176,0.0,0.00041513471578175293
458.0,8.302694315635059e-05,8.302694315635059e-05,0.0006642155452508047
459.0,0.0,0.0,0.000996323317876207
460.0,0.0,0.0,0.000996323317876207
461.0,8.302694315635059e-05,0.0,0.0009132963747198565
462.0,0.0,0.0,0.000996323317876207
463.0,8.302694315635059e-05,0.0,0.0007472424884071553
464.0,0.0,8.302694315635059e-05,0.0009132963747198565
465.0,0.0,8.302694315635059e-05,0.0010793502610325577
466.0,0.0,8.302694315635059e-05,0.0009132963747198565
467.0,0.0,0.00016605388631270117,0.000996323317876207
468.0,0.0,8.302694315635059e-05,0.0007472424884071553
469.0,8.302694315635059e-05,0.0,0.0007472424884071553
470.0,8.302694315635059e-05,8.302694315635059e-05,0.000996323317876207
471.0,0.0,0.0,0.000996323317876207
472.0,0.0,0.0,0.0008302694315635059
473.0,0.0,8.302694315635059e-05,0.0009132963747198565
474.0,0.0,0.0,0.0004981616589381035
475.0,0.00016605388631270117,0.0,0.0006642155452508047
476.0,0.0,0.0,0.0004981616589381035
477.0,0.0,0.00016605388631270117,0.00033210777262540235
478.0,0.00016605388631270117,0.0,0.00016605388631270117
479.0,8.302694315635059e-05,0.00024908082946905176,0.00016605388631270117
480.0,0.00016605388631270117,0.00041513471578175293,0.00024908082946905176
481.0,0.00016605388631270117,0.00033210777262540235,0.0
